content,score,Label
"bintang 1, apk busuk, login gk bisa2. Padahal email nya udah salinan dari google langsung tapi tetap aja salah. Bukan salah pw nya tapi email nya dikatain salah. Padahal udah salinan dari google account, trus katanya tunggu beberapa waktu, udah lewat sehari masih aja itu kesalahannya, gk bisa login. Lain kali kalau buat sistem login itu yg benar bg. Masa login akun microsoft lebih mudah dari login discird😹😹",1,Negatif
apaan sih aplikasi ini pas di pakai ngebug Mulu suka keluar Mulu discord nya...anehh,3,Netral
"damn, kenapa sekarang send message nya gabisa padahal dulu bisa, sekarang terlalu ketat ya discord",1,Negatif
"aplikasi ga jelas, pas masuk voice chat tiba tiba mati sendiri udah banyak kedapatan masalah kayak gini",1,Negatif
"MIN BENERIN INVALID NUMBERNYA LAH,PADAHAL UDAH BENER NOMER HPNYA TAPI INVALID",3,Netral
"untuk tampilan mobile banyak sekali bug ,dari ga bisa nge sort roles terus voice kadang ngebug ,fitur yang ga selengkap yang di website",2,Negatif
"udah bagus cuman kenapa tidak bisa authorize pas mau login pubg, tidak merespon saat ditekan authorizenya jdi gak bisa main pubg karena akun yang tertaut d discord tidak bisa kebuka, login pertama jadi bisa setelah log out akun pubg terus login lagi sudah tidak bisa authorizenya",3,Netral
banyak temen baru,5,Positif
"kadang waktu lagi telpon bareng temen, mati sendiri, jarang ngebug sih. Lumayan bagus",4,Positif
"baru memakai aplikasinya, saya coba dulu",3,Netral
"Ga cocok buat jdi aplikasi, kalo log in aja perlu setengah jam. ga guna ni aplikasi. Si paling ngerasa aman komunitas nya",1,Negatif
"serius, aplikasi ini membuat saya bisa berkomunikasi dengan teman dan server discord konten kreator saya, saya berterimakasih kepada developer karena telah menciptakan aplikasi ini, banyak juga event- event untuk memudahkan kalian mengedit dan membuat profil sendiri sesuai selera, aplikasi ini juga mirip seperti WA, bisa berkomunikasi lewat suara, chat, Mabar, dll, tapi bedanya aplikasi ini untuk gamers, dan mungkin segitu aja thanks...ツ",5,Positif
Gak bisa di install,1,Negatif
banyak bug nya g jelas,1,Negatif
"kok nyusul Twitter yg gagal login lah , loh out sendiri lah , lag lah . padahal jaringan lancar. saingan eror apa gmn?",1,Negatif
setelah di update ga bisa kirim foto pdhl udh beli nitro,1,Negatif
Cuma tidak buka DC selang beberapa hari tapi sampai tidak bisa mengirimkan gambar.,2,Negatif
"setiap kirim gambar gagal terus, padahal udah dicoba resend beberapa kali, tapi hasilnya sama",3,Netral
bagus banget bisa ke temen jauhh,5,Positif
aplikasi nya udah bagus tapi tolong bahasa Indonesia nya juga di adain plss di tambahin rata rata orang indo gak ngerti bahasa luar negri,4,Positif
"aplikasi dongo, login aja gabisa pas mau bikin lagi email already registered pdhal baru aja buat",1,Negatif
"nice aplikasi sih soalnya berguna banget inih, tapi sih mines suka ngebug aja sih, ya tapi no problem selagi masih lancar di pake, tingkatin lagi yak untul aplikasi nya",5,Positif
udah masukin email dan nomor wa tetep aja gak bisa login🤐,1,Negatif
"aplikasi gajelas, mau login malah muncul captcha, tp gbs bs di selesaiin. lols",1,Negatif
"gak bisa login padahal email/nomor telpon sudah benar kata sandinya juga udah benar tapi selalu ada peringatan kata sandi atau email salah, pakai sandi yang lama juga gak bisa, jadi terpaksa buat akun baru",1,Negatif
bagus sekali,5,Positif
bagus bngt buat nobar tv cik,5,Positif
"discord makin lama makin buruk. dulu notifikasi server masuk ada muncul dia di panel notifikasi sekarang udah gaada udah kucoba semua reinstall,update,nonton tutorial semua kulakuin tapi sama aja. please discord perbaiki bagian notifikasinya!!!!😡😡",1,Negatif
Sering ngebug buka chanel lain eh malah gak bisa pindah pindah,1,Negatif
berguna sekali aplikasi nya 😍,5,Positif
"gajelas,pw nya dikirim lewat SMS TPI gaada ttp gaada,TPI pas coba nomor hp lain ada di SMS,terus pas coba kodenya,malah gabisa gajelas aplikasi ini,udh pake bbrpa kali,sampai nomor bbrp KLi tp ttp saja error,tolong di developer benerin ya,saya udh coba berkali kali tetap gabisa kodenya,error,pdhl itu udh benar kodenya,tadi saya sudah berbagai macam cara untuk masuk tapi tetap tidak bisa,mohon banget ini diperbaiki .",1,Negatif
enak bnget buat ngegame,5,Positif
ini aku mau verifikasi email tapi kok gak bisa bisa udah coba beberapa kali pake email yang berbeda tetep gak bisa padahal sandi dan email nya sudah benar,1,Negatif
mic nya ga bisa nyambung ke call server,3,Netral
makin hari makin makin jir,2,Negatif
saya tidak dapat mengubah metode pembayaran Nitro dan selalu stuck di screen yang sama.,1,Negatif
GAK BISA DAPET KODE VERIF ANJ LAH UDAH PULUHAN KALI NYOBA,2,Negatif
"ngak bisa login coy,yang jadi masalah kode verifikasinya itu loh dikirim lewat mana coba,waras dikit lah",1,Negatif
"Bagus sih tapi kurang beberapa fitur, jadi bisa dikasih beberapa.",5,Positif
"Segera perbaiki bug-nya saat buka aplikasi layar agak gelap dan tidak bisa dioperasikan harus keluar masuk beberapa kali baru normal, kemudian selalu gagal authorized akun pubg yang tertaut diakun discord sehingga saya tidak bisa login akun pubg menggunakan discord, segera diperbaiki!!!",3,Netral
"Parah, habis melaporkan pelanggaran malah akun justru di ban permanen. Sudah dijelaskan secara jelas duduk perkaranya di surel banding tetapi jawabannya gak nyambung, ngaco, dah lah. May God repay you all with something worse.",1,Negatif
bagus aja kerenn buat yg bikin discord semoga sehat selalu berkah selalu,5,Positif
load chat nya lama dan kadang suka ngebug,1,Negatif
ini kenapa dc jdi lemot gini sih klau mau log-in yg biasanya langsung bisa jdi lemot,3,Netral
bagus untuk mengetahui info game,5,Positif
"uinya makin lama makin berat, tidak smooth, tampilan ui terlalu besar",5,Positif
tolong perbaikan update sekarang sering force close,3,Netral
asik parah cuy bisa denger lagu ngobrol santai,5,Positif
susah untuk loh ini dan juga ribet,1,Negatif
"kendalanya susah dipake pas main game, pas in game otomatis suara saya gk kedengeran sama yg lain, tp pas di loby bisa. udh nyari solusinya ke yt and google ttp susah.",1,Negatif
"banyak bug, mau cari messages malah cari member, notif ga muncul padahal aku udah nyalain tagnya, perbaikilah cuk, malas banget, jadi ketinggalan info, udah coba banyak cara, tapi tetap aja. terus juga kasih bahasa Indonesia dongs, aku agak kureng bahasa inggris",1,Negatif
bisa komunikasi coy,4,Positif
"dengan discord ini kita bisa belajar dengan teman walaupun berbeda tempat👍,jadi saya kasih bintang lima",5,Positif
tidak ada notifikasi kalau ada panggilan masuk tidak tahu,1,Negatif
knp ga bisa masuk tol,1,Negatif
"Gw abis download lagi setelah hapus 3 Bulan tadi kagak bisa login anjg, disuruh verif gw udh verif tapi kgk bisa masuk ngentd.",1,Negatif
"login sangat susah harus menarik garis tolong di perbaiki min , saya ga bisa",1,Negatif
mini.ql qplikasi benerin dulu dah belerrrr apalah nge bug kacunggg,1,Negatif
terlalu susah untuk login,1,Negatif
gk paham bahasa,1,Negatif
app ini sangat jelek login akun saja susah,2,Negatif
saya bisa ngobrol sama temen saya,5,Positif
"Ini mungkin bukan ulasan tapi meminta tolong ya. dulu pertama kali join/buat akun Discord itu di bantu kaka saya dan dulu itu bisa,sekarang saya mau coba lagi tapi gak bisa udah masukin email nama sama pasword tapi malahan balik lagi ke awal itu kenapa ya?butuh arahan",5,Positif
"Kenapa discord tidak memberikan notifikasi pop-up luar discord???? padahal sudah atur di device setting + notifikasi server + notifikasi akun discord + online + berjalan dilatar belakang + mobile push notification + get notif within discord and outside discord + seluruh notif yang bantu saat diluar apk, bahkan @mentions atau @everyone pun kadang"" Jak tu, mention nya 5 menit lalu tapi pop up notif nya baru sekarang, atau bahkan dah lewat +50 message dimention tapi gada notif samsek setelah 1 jam",1,Negatif
saya tidak bisa login dengan alasan apa,1,Negatif
Tidak bisa bermain digame Castel clash lagi padahl game qu sudh naik level tinggi yawdh dhps total TRIms smoga peminadx semakin dikit amiin,1,Negatif
BUGNYA BIKIN SETRES,1,Negatif
"Saya Kasi Bintang ⭐⭐⭐ Semuanya Cukup Bagus,Dari Nitro Dan Lain Lainya Sudah Lengkap,Tapi Kekurangannya Kenapa Ga Bisa Selesaikan Quest Di Bagian Profil/You,Setting,Quest Di Handphone Cuma Ada 2 Platform Saja,Desktop,Console,Tambahkan Juga Di Handphone Gitu,Saya Pernah Coba Kedua Duanya Ga Bisa Padahal Ada Gamenya Di Playstore,Itu Saya Terimakasih Saya Ingin Questnya.",3,Netral
mantap bro ini aplikasi 😎👍,5,Positif
sangat membantu,5,Positif
bagus buat ngobrol sama teman. pokoknya mantap,5,Positif
keren ini aplikasi,5,Positif
tolong tambahkan bahasa Indonesia,2,Negatif
"tolong lah untuk verivikasi login nya di benerin lagi, kode otp udh masuk pas di akses kode tidak valid capek di bolak balik trus di situ, bukannya makin update makin BNR malah tambah pusing",1,Negatif
"login aja susah banyak kali verify, udah di verify tetap masih ngga bisa login.. ganti kata sandi aja susah, bolak balik email tetap ngga bisa..",1,Negatif
"suara teman saya yg serak tidak bisa terdengar,apakah teman saya harus beli nitro dulu supaya bisa masuk suaranya?",1,Negatif
"nomor tertahan, tidak bisa mendapatkan kode saat lupa password login nomor",1,Negatif
"ada bug yang dimana kalau saya masuk kedalam akun discord saya, malah tidak menanggapi dari aplikasinya. apa ya masalahnya? hp saya atau dari pihak developer nya? Mohon dikoreksi!!!",1,Negatif
gak bisa login padahal email sama pw udah bener + jaringan gak leg APLIKASI GAK BERGUNA,1,Negatif
tolong sediakan hapus pesan pribadi. terimakasih,2,Negatif
Aplikasi paling mantap,5,Positif
"Bagus sih, tapi sering banget pas main game keluar tiba-tiba padahal jaringan bagus dan memo aman, dan batre hp padahal masih banyak tapi sering banget keluar secara tiba-tiba tolong ya diperbaiki",3,Netral
aku udah masuin email ku dan password nya dengan benar malah salah capek tau harus nya gk pake email aja biar yg lupa sama password email nya tetap bisa pake ini,2,Negatif
Tolong ini kenapa saya tidak dapat notif jawab,3,Netral
tolong di perbaikin!!!! sering log ut sendiri padahan udah di verifikasi terus masukin email sama pw giliran di masukin gak bisa gak jelas👎👎,1,Negatif
"plis discord optimalin untuk android, terkadang kalo udh make lama entar ngelag ngelag sendiri tuh, harus close aplikasinya dulu baru bisa",4,Positif
"tidak bisa gabung ke server manapun dengan cara apapun, pas klik tautan, accept invite, loading, dan jreng gak ada servernya alias gagal gabung.",1,Negatif
bisa tidak saya sudah kasi pasword bener dan gmailnya malah gk bisa apalagi pakai nomor telepon malah gk bisa tolong perbaiki ya,1,Negatif
tidak bisa login,2,Negatif
"terima kasih banyak tim discord,, sudah membuat aplikasi ini jujur saja aku merasa berhutang sama kalian karna ini ibuku meninggal pada tahun 2022 dan chat ku pada aplikasi W* sudah hilang karna hp nya gaada jujur disitu sedih banget tapi aku ingat aku banyak chat di discord dan aku menemukan kata kata hangat ibuku dan fotonya hehe terima kasih banyak atas aplikasi ini",5,Positif
"gatau apa emang HP gw yang udah ga suport atau emang discord nya, dulu sempet download di android lancar aja buat bikin akun discord baru tapi sekarang kok ngelag atau putih gitu yahh? sinyal ku 5G kok aman banget padahal tapi tetep aja gak bisa, tolong sarannya",2,Negatif
sangat sulit membuat akun. udah pake semua email gak bisa selalu harus email yg pas itu udah email yang pas,1,Negatif
kata ku bagus bagus aj sih tapi ngeleggg,5,Positif
sangat membantu dalam komunikasi 😊,5,Positif
knapa skrang tidak bisa di downlod,5,Positif
seru aja sih dpt temen baru TAPI!!! kalo ada orang scam gak pernah di tanggapi,3,Netral
login nya sulit,1,Negatif
"percuma udh verifikasi tapi ujungnya tetap gak berfungsi,aku sangat kesal atau marah karna sudah verifikasi kalau aku bukan robot tapi tetap saja,tolong perbaiki masalah verifikasi kalau anda bukan robot 😡",1,Negatif
Aplikasinya bagus Saya Suka...........pergi ke kota pake pedati......Jauh Dimata dekat di hati,1,Negatif
program Beta sudah penuh ajg,1,Negatif
Gw gk bisa buka akun!!,1,Negatif
"gabisa masukin email, akunnya ilang mulu ee",1,Negatif
"tolong dong kepada dev, kenapa gabisa masuk menu utama bug mulu sy ampe uninstall juga ga ngaruh tolong dong",2,Negatif
gimana ni aku ga bisa log in lagi ke akun aku sedih😭😭,3,Netral
saya tidak mengerti dengan semua ini tapi saya akan coba belajar biar bisa,5,Positif
game fi discord saya tidak bisa jalan terus😡😡😡😡😡,1,Negatif
"aplikasi ini sangat bagus terutama untuk ngobrol saat bermain game, namun apakah adakah rencana pembuatan discord lite?",5,Positif
login aj susa padahal baru login katanya registered game apa la ini,1,Negatif
Napa dah ga pake usn akun aja gosah pake Gmail segala ribet mo bikin aku lama2 gila aku,2,Negatif
apalah chat discord layar hitam ga ada isi,1,Negatif
bagus sih tapi resend e mailnya GK bisa,5,Positif
aplikasi anj gabisa daftar akun,1,Negatif
bisa bikin kita telp ke orang + jadi bisa bahasa Inggris,5,Positif
aplikasi ini bagus banget,5,Positif
"apk rusak, register malah di tanya are you human? terus terusan, login pakai nomor telepon malah di suruh masukin email, pas sudah malah email invalid",1,Negatif
gk bisa didonwload😥🙏🏻,4,Positif
terimakasih atas sarannya,5,Positif
"developer tolong bug nya malah makin byk, jangan sibuk ningkatin tapi itu bugnya di ilangin dulu",3,Netral
sekarang udah mulai gak beres dan udah agak susah untuk Gmail nya tolong ya di perbaiki secepatnya karena aku gak kuat,2,Negatif
Kaga ada bahasa Indonesianya.,1,Negatif
"tolong akun saya,saya sudah lupa dengan password lama,tolong cek Gmail saya admin",5,Positif
minus dan sangat jelek,1,Negatif
susah kali log-in nya,1,Negatif
kenapa gak bisa di download yaa. ?,4,Positif
"kenapa saya tidak bisa login? padahal semua sudah saya masukan dengan benar tetapi tetap tidak bisa, ini menyebalkan",2,Negatif
saya sangat senang ada discord,5,Positif
"Saya tiba-tiba log out sendiri, saat login ulang semua sandi dan email salah, bahkan nomor saya. Seharusnya itu benar, saya sudah mengecak sandi & lain lain. Perbaiki itu.",1,Negatif
"bagus, ini dapat menggantikan whatshapp",5,Positif
Aplikasi ini bagus banget! bisa buat group chat sama orang luar. Bisa berkomunikasi dengan orang luar negeri! mantap!! 👍,5,Positif
Sangat bagus untuk bermain game,5,Positif
ngk bisa verifikasi dan error,3,Netral
bagus bgt aku suka karna bisa liat waktu update grow a garden,5,Positif
verify your email gak bisa gapain gapain chat gak bisa gapain gapain in hapus hapus hapus,1,Negatif
maaf kenapa ya ini aku gk bisa claim gift dari exitlag di gift nitro apakah ada kesalahan atau bagaimana? jika sudah teratasi maka aku akan kasih bintang 5 kalau bisa lebih sih tapi ada nya cuma 5 bintang😅😅,3,Netral
"apk gajelas, bikin orang overthinking aja. suka keluar sendiri, tolong benerin kalo semisal bug ya ilangin bugnya, bikin nambah beban pikiran aja.",1,Negatif
"Sangat menyenangkan menggunakan App ini, berbagi informasi",5,Positif
kalo telepon DC lama mati sendiri heran gw mah,1,Negatif
Terlalu banyak bug,2,Negatif
"sebenernya uda bagus, tp knapaa klo mau klaim ini itu pasti gbsa, nyebelin jujur yaa",3,Netral
berguna banget,5,Positif
"bintang nol, aneh banget ke log out terus, akun ngga bermasalah, nomor aman, tapi suka ke log out sendiri. dulu fine² aja sekarang suka ke log out dan disuruh verify terus giliran mau verify selalu gituin email",1,Negatif
"tiba tiiba akun logout trs coba login lagi gabisa, mau kirim kode lewat sms tpi kodenya gamasuk masuk, saran lewat wa aja kodenya",1,Negatif
Aplikasi tak berguna. Kurang dari segala kekurangan. Aplikasi paling jelek yang pernah ada.,1,Negatif
jelek bangett yg buat voice CHATT huuuu,3,Netral
"benerin lah fitur nambahin no telp masa invalid terus, padahal no ga terdaftar di akun dc manapun!!!! Trimakasih smoga di baca",5,Positif
"Saya gak bisa verifikasi No Telpon, susah, karena kode verifikasi (OTP) tidak muncul di SMS, aneh",1,Negatif
"cara register susah dan terlalu ribet, kodenya tidak muncul.",1,Negatif
"Kenapa setiap mau login selalu stuck di loading screen, walaupun sudah instal ulang tetap seperti itu dan bahkan sering FC",1,Negatif
aplikasi nggak guna. untuk login pun nggak bisa.,1,Negatif
Lita aplikasi jasa teman Mabar terbaik,5,Positif
Makin gajelas updatetannya.. voice stream suaranya malah kecil bngt skrng ga kek dlu jika nonton stream divoice seseorang pasti suaranya besar. ini kecil bngt,1,Negatif
Kenapa pas mau login selalu FC atau stuck di loading screen. Udah coba install ulang tetep sama aja gak bisa login,2,Negatif
sangat tidak di rekomendasikan aplikasi ini error Mulu,1,Negatif
login lama sama register lama bagusan di google padahal mau join discord grow a garden jelek unistal aja gjlas,1,Negatif
ngelag banget patah patah hp gua pas voice sama temen tadinya pas enggak voice lancar fps nya gak drop pas voice malah drop hadeh tolong yah di perbaiki gitu biar enak,1,Negatif
